video,content,resolution,bitrate
F11_between_11_and_35_res=360_bitrate=0.8.avi,F11_between_11_and_35,360,0.8
M8_coors_brewery_res=1080_bitrate=2.avi,M8_coors_brewery,1080,2
M6_russian_river_becomes_kenai_river_res=720_bitrate=0.25.avi,M6_russian_river_becomes_kenai_river,720,0.25
M8_good_English_is_important_res=720_bitrate=2.avi,M8_good_English_is_important,720,2
M3_died_at_32_res=480_bitrate=0.8.avi,M3_died_at_32,480,0.8
M6_russian_river_becomes_kenai_river_res=720_bitrate=0.8.avi,M6_russian_river_becomes_kenai_river,720,0.8
F6_the_way_it_bubbles_res=480_bitrate=0.25.avi,F6_the_way_it_bubbles,480,0.25
M8_good_English_is_important_res=1080_bitrate=0.8.avi,M8_good_English_is_important,1080,0.8
M6_black_bear_between_two_men_res=1080_bitrate=reference.avi,M6_black_bear_between_two_men,1080,reference
M3_died_at_32_res=720_bitrate=0.8.avi,M3_died_at_32,720,0.8
M8_Quaker_res=480_bitrate=0.25.avi,M8_Quaker,480,0.25
F7_let_me_think_res=1080_bitrate=2.avi,F7_let_me_think,1080,2
M3_died_at_32_res=1080_bitrate=reference.avi,M3_died_at_32,1080,reference
F7_let_me_think_res=360_bitrate=0.8.avi,F7_let_me_think,360,0.8
M8_Quaker_res=1080_bitrate=2.avi,M8_Quaker,1080,2
F12_matching_pattern_res=480_bitrate=0.8.avi,F12_matching_pattern,480,0.8
M8_good_English_is_important_res=480_bitrate=0.25.avi,M8_good_English_is_important,480,0.25
F11_between_11_and_35_res=480_bitrate=2.avi,F11_between_11_and_35,480,2
M8_good_English_is_important_res=720_bitrate=0.8.avi,M8_good_English_is_important,720,0.8
F6_the_way_it_bubbles_res=1080_bitrate=2.avi,F6_the_way_it_bubbles,1080,2
F7_here_and_there_res=720_bitrate=0.25.avi,F7_here_and_there,720,0.25
M8_Quaker_res=720_bitrate=0.8.avi,M8_Quaker,720,0.8
F7_here_and_there_res=480_bitrate=0.25.avi,F7_here_and_there,480,0.25
M6_black_bear_between_two_men_res=480_bitrate=0.25.avi,M6_black_bear_between_two_men,480,0.25
F11_1985_to_1995_res=720_bitrate=2.avi,F11_1985_to_1995,720,2
M6_black_bear_between_two_men_res=1080_bitrate=2.avi,M6_black_bear_between_two_men,1080,2
F6_the_way_it_bubbles_res=720_bitrate=0.25.avi,F6_the_way_it_bubbles,720,0.25
F11_1985_to_1995_res=480_bitrate=0.25.avi,F11_1985_to_1995,480,0.25
F6_the_way_it_bubbles_res=360_bitrate=0.8.avi,F6_the_way_it_bubbles,360,0.8
F7_let_me_think_res=480_bitrate=0.25.avi,F7_let_me_think,480,0.25
F7_here_and_there_res=1080_bitrate=reference.avi,F7_here_and_there,1080,reference
F11_between_11_and_35_res=480_bitrate=0.25.avi,F11_between_11_and_35,480,0.25
F7_let_me_think_res=1080_bitrate=reference.avi,F7_let_me_think,1080,reference
M3_died_at_32_res=720_bitrate=2.avi,M3_died_at_32,720,2
