video,content,resolution,bitrate
F7_here_and_there_res=1080_bitrate=0.8.avi,F7_here_and_there,1080,0.8
F7_let_me_think_res=720_bitrate=2.avi,F7_let_me_think,720,2
M8_Quaker_res=720_bitrate=2.avi,M8_Quaker,720,2
M7_performing_CPR_res=720_bitrate=2.avi,M7_performing_CPR,720,2
M9_bowler_domates_res=360_bitrate=0.8.avi,M9_bowler_domates,360,0.8
F7_how_do_I_put_this_res=360_bitrate=0.8.avi,F7_how_do_I_put_this,360,0.8
F7_let_me_think_res=480_bitrate=0.25.avi,F7_let_me_think,480,0.25
F7_how_do_I_put_this_res=1080_bitrate=reference.avi,F7_how_do_I_put_this,1080,reference
F5_scuba_aquarium_res=360_bitrate=0.8.avi,F5_scuba_aquarium,360,0.8
F4_university_communication_access_res=1080_bitrate=2.avi,F4_university_communication_access,1080,2
F5_scuba_aquarium_res=720_bitrate=0.25.avi,F5_scuba_aquarium,720,0.25
M5_heart_beats_fast_res=720_bitrate=0.25.avi,M5_heart_beats_fast,720,0.25
F5_scuba_aquarium_res=480_bitrate=0.8.avi,F5_scuba_aquarium,480,0.8
F10_no_she_is_not_deaf_res=720_bitrate=0.25.avi,F10_no_she_is_not_deaf,720,0.25
F3_very_different_res=1080_bitrate=0.8.avi,F3_very_different,1080,0.8
F12_buttons_on_sleeve_res=360_bitrate=0.8.avi,F12_buttons_on_sleeve,360,0.8
M5_heart_beats_fast_res=1080_bitrate=0.8.avi,M5_heart_beats_fast,1080,0.8
F4_university_communication_access_res=720_bitrate=2.avi,F4_university_communication_access,720,2
M5_heart_beats_fast_res=480_bitrate=0.25.avi,M5_heart_beats_fast,480,0.25
F2_switchback_res=1080_bitrate=2.avi,F2_switchback,1080,2
M5_heart_beats_fast_res=360_bitrate=0.8.avi,M5_heart_beats_fast,360,0.8
F7_let_me_think_res=1080_bitrate=reference.avi,F7_let_me_think,1080,reference
M5_heart_beats_fast_res=1080_bitrate=reference.avi,M5_heart_beats_fast,1080,reference
F8_delicious_Maine_Lobster_res=1080_bitrate=0.8.avi,F8_delicious_Maine_Lobster,1080,0.8
F2_switchback_res=480_bitrate=0.25.avi,F2_switchback,480,0.25
F3_very_different_res=720_bitrate=2.avi,F3_very_different,720,2
M7_performing_CPR_res=480_bitrate=2.avi,M7_performing_CPR,480,2
F8_delicious_Maine_Lobster_res=1080_bitrate=2.avi,F8_delicious_Maine_Lobster,1080,2
M7_performing_CPR_res=720_bitrate=0.8.avi,M7_performing_CPR,720,0.8
F7_let_me_think_res=480_bitrate=2.avi,F7_let_me_think,480,2
F3_very_different_res=360_bitrate=0.8.avi,F3_very_different,360,0.8
F7_let_me_think_res=720_bitrate=0.25.avi,F7_let_me_think,720,0.25
M9_bowler_domates_res=1080_bitrate=reference.avi,M9_bowler_domates,1080,reference
M7_performing_CPR_res=480_bitrate=0.25.avi,M7_performing_CPR,480,0.25
M9_bowler_domates_res=480_bitrate=0.8.avi,M9_bowler_domates,480,0.8
F12_buttons_on_sleeve_res=1080_bitrate=0.8.avi,F12_buttons_on_sleeve,1080,0.8
F7_here_and_there_res=1080_bitrate=2.avi,F7_here_and_there,1080,2
M7_performing_CPR_res=360_bitrate=0.8.avi,M7_performing_CPR,360,0.8
F7_here_and_there_res=720_bitrate=2.avi,F7_here_and_there,720,2
F5_crimson_res=480_bitrate=0.8.avi,F5_crimson,480,0.8
F2_switchback_res=1080_bitrate=reference.avi,F2_switchback,1080,reference
M8_Quaker_res=1080_bitrate=0.8.avi,M8_Quaker,1080,0.8
F4_university_communication_access_res=480_bitrate=0.25.avi,F4_university_communication_access,480,0.25
F5_scuba_aquarium_res=1080_bitrate=reference.avi,F5_scuba_aquarium,1080,reference
F3_very_different_res=1080_bitrate=reference.avi,F3_very_different,1080,reference
M7_performing_CPR_res=1080_bitrate=2.avi,M7_performing_CPR,1080,2
F4_university_communication_access_res=720_bitrate=0.8.avi,F4_university_communication_access,720,0.8
F12_buttons_on_sleeve_res=720_bitrate=0.8.avi,F12_buttons_on_sleeve,720,0.8
F10_no_she_is_not_deaf_res=1080_bitrate=reference.avi,F10_no_she_is_not_deaf,1080,reference
F7_let_me_think_res=360_bitrate=0.8.avi,F7_let_me_think,360,0.8
M7_performing_CPR_res=480_bitrate=0.8.avi,M7_performing_CPR,480,0.8
F10_no_she_is_not_deaf_res=720_bitrate=2.avi,F10_no_she_is_not_deaf,720,2
F5_crimson_res=360_bitrate=0.8.avi,F5_crimson,360,0.8
F10_no_she_is_not_deaf_res=1080_bitrate=2.avi,F10_no_she_is_not_deaf,1080,2
F7_here_and_there_res=720_bitrate=0.8.avi,F7_here_and_there,720,0.8
F12_buttons_on_sleeve_res=720_bitrate=0.25.avi,F12_buttons_on_sleeve,720,0.25
F8_delicious_Maine_Lobster_res=360_bitrate=0.8.avi,F8_delicious_Maine_Lobster,360,0.8
M8_Quaker_res=480_bitrate=2.avi,M8_Quaker,480,2
F7_how_do_I_put_this_res=480_bitrate=0.8.avi,F7_how_do_I_put_this,480,0.8
F5_scuba_aquarium_res=720_bitrate=0.8.avi,F5_scuba_aquarium,720,0.8
F10_no_she_is_not_deaf_res=480_bitrate=2.avi,F10_no_she_is_not_deaf,480,2
M8_Quaker_res=720_bitrate=0.25.avi,M8_Quaker,720,0.25
F4_university_communication_access_res=360_bitrate=0.8.avi,F4_university_communication_access,360,0.8
F2_switchback_res=360_bitrate=0.8.avi,F2_switchback,360,0.8
F5_crimson_res=1080_bitrate=reference.avi,F5_crimson,1080,reference
F2_switchback_res=1080_bitrate=0.8.avi,F2_switchback,1080,0.8
F7_here_and_there_res=480_bitrate=0.25.avi,F7_here_and_there,480,0.25
M8_Quaker_res=480_bitrate=0.25.avi,M8_Quaker,480,0.25
F5_crimson_res=720_bitrate=0.25.avi,F5_crimson,720,0.25
F4_university_communication_access_res=1080_bitrate=0.8.avi,F4_university_communication_access,1080,0.8
F5_crimson_res=1080_bitrate=2.avi,F5_crimson,1080,2
F12_buttons_on_sleeve_res=480_bitrate=0.8.avi,F12_buttons_on_sleeve,480,0.8
F7_how_do_I_put_this_res=480_bitrate=2.avi,F7_how_do_I_put_this,480,2
M5_heart_beats_fast_res=480_bitrate=2.avi,M5_heart_beats_fast,480,2
F8_delicious_Maine_Lobster_res=720_bitrate=0.8.avi,F8_delicious_Maine_Lobster,720,0.8
M5_heart_beats_fast_res=720_bitrate=0.8.avi,M5_heart_beats_fast,720,0.8
F7_how_do_I_put_this_res=720_bitrate=2.avi,F7_how_do_I_put_this,720,2
M7_performing_CPR_res=720_bitrate=0.25.avi,M7_performing_CPR,720,0.25
F8_delicious_Maine_Lobster_res=720_bitrate=2.avi,F8_delicious_Maine_Lobster,720,2
F2_switchback_res=720_bitrate=0.25.avi,F2_switchback,720,0.25
F8_delicious_Maine_Lobster_res=480_bitrate=0.8.avi,F8_delicious_Maine_Lobster,480,0.8
M9_bowler_domates_res=720_bitrate=0.25.avi,M9_bowler_domates,720,0.25
F4_university_communication_access_res=720_bitrate=0.25.avi,F4_university_communication_access,720,0.25
F2_switchback_res=480_bitrate=2.avi,F2_switchback,480,2
F10_no_she_is_not_deaf_res=720_bitrate=0.8.avi,F10_no_she_is_not_deaf,720,0.8
F5_scuba_aquarium_res=1080_bitrate=0.8.avi,F5_scuba_aquarium,1080,0.8
M9_bowler_domates_res=720_bitrate=0.8.avi,M9_bowler_domates,720,0.8
F5_crimson_res=480_bitrate=0.25.avi,F5_crimson,480,0.25
M7_performing_CPR_res=1080_bitrate=reference.avi,M7_performing_CPR,1080,reference
F7_let_me_think_res=1080_bitrate=2.avi,F7_let_me_think,1080,2
F12_buttons_on_sleeve_res=720_bitrate=2.avi,F12_buttons_on_sleeve,720,2
F5_scuba_aquarium_res=720_bitrate=2.avi,F5_scuba_aquarium,720,2
F10_no_she_is_not_deaf_res=1080_bitrate=0.8.avi,F10_no_she_is_not_deaf,1080,0.8
F5_scuba_aquarium_res=1080_bitrate=2.avi,F5_scuba_aquarium,1080,2
F10_no_she_is_not_deaf_res=360_bitrate=0.8.avi,F10_no_she_is_not_deaf,360,0.8
F8_delicious_Maine_Lobster_res=480_bitrate=0.25.avi,F8_delicious_Maine_Lobster,480,0.25
F7_how_do_I_put_this_res=480_bitrate=0.25.avi,F7_how_do_I_put_this,480,0.25
F3_very_different_res=480_bitrate=2.avi,F3_very_different,480,2
F12_buttons_on_sleeve_res=1080_bitrate=reference.avi,F12_buttons_on_sleeve,1080,reference
F3_very_different_res=720_bitrate=0.8.avi,F3_very_different,720,0.8
F7_here_and_there_res=720_bitrate=0.25.avi,F7_here_and_there,720,0.25
F10_no_she_is_not_deaf_res=480_bitrate=0.25.avi,F10_no_she_is_not_deaf,480,0.25
M5_heart_beats_fast_res=720_bitrate=2.avi,M5_heart_beats_fast,720,2
F2_switchback_res=480_bitrate=0.8.avi,F2_switchback,480,0.8
F5_crimson_res=1080_bitrate=0.8.avi,F5_crimson,1080,0.8
F7_let_me_think_res=720_bitrate=0.8.avi,F7_let_me_think,720,0.8
M5_heart_beats_fast_res=480_bitrate=0.8.avi,M5_heart_beats_fast,480,0.8
F4_university_communication_access_res=1080_bitrate=reference.avi,F4_university_communication_access,1080,reference
F12_buttons_on_sleeve_res=480_bitrate=0.25.avi,F12_buttons_on_sleeve,480,0.25
M8_Quaker_res=720_bitrate=0.8.avi,M8_Quaker,720,0.8
M9_bowler_domates_res=1080_bitrate=0.8.avi,M9_bowler_domates,1080,0.8
F8_delicious_Maine_Lobster_res=720_bitrate=0.25.avi,F8_delicious_Maine_Lobster,720,0.25
M5_heart_beats_fast_res=1080_bitrate=2.avi,M5_heart_beats_fast,1080,2
F7_let_me_think_res=480_bitrate=0.8.avi,F7_let_me_think,480,0.8
F2_switchback_res=720_bitrate=0.8.avi,F2_switchback,720,0.8
F12_buttons_on_sleeve_res=480_bitrate=2.avi,F12_buttons_on_sleeve,480,2
M9_bowler_domates_res=480_bitrate=0.25.avi,M9_bowler_domates,480,0.25
F7_how_do_I_put_this_res=1080_bitrate=0.8.avi,F7_how_do_I_put_this,1080,0.8
F12_buttons_on_sleeve_res=1080_bitrate=2.avi,F12_buttons_on_sleeve,1080,2
F4_university_communication_access_res=480_bitrate=0.8.avi,F4_university_communication_access,480,0.8
F5_scuba_aquarium_res=480_bitrate=0.25.avi,F5_scuba_aquarium,480,0.25
M8_Quaker_res=1080_bitrate=2.avi,M8_Quaker,1080,2
F8_delicious_Maine_Lobster_res=1080_bitrate=reference.avi,F8_delicious_Maine_Lobster,1080,reference
F3_very_different_res=480_bitrate=0.8.avi,F3_very_different,480,0.8
F7_here_and_there_res=480_bitrate=0.8.avi,F7_here_and_there,480,0.8
F5_crimson_res=480_bitrate=2.avi,F5_crimson,480,2
M8_Quaker_res=360_bitrate=0.8.avi,M8_Quaker,360,0.8
M9_bowler_domates_res=1080_bitrate=2.avi,M9_bowler_domates,1080,2
F5_scuba_aquarium_res=480_bitrate=2.avi,F5_scuba_aquarium,480,2
M9_bowler_domates_res=720_bitrate=2.avi,M9_bowler_domates,720,2
F7_here_and_there_res=480_bitrate=2.avi,F7_here_and_there,480,2
F7_how_do_I_put_this_res=720_bitrate=0.25.avi,F7_how_do_I_put_this,720,0.25
F3_very_different_res=1080_bitrate=2.avi,F3_very_different,1080,2
M7_performing_CPR_res=1080_bitrate=0.8.avi,M7_performing_CPR,1080,0.8
M9_bowler_domates_res=480_bitrate=2.avi,M9_bowler_domates,480,2
F5_crimson_res=720_bitrate=0.8.avi,F5_crimson,720,0.8
F7_let_me_think_res=1080_bitrate=0.8.avi,F7_let_me_think,1080,0.8
F5_crimson_res=720_bitrate=2.avi,F5_crimson,720,2
F8_delicious_Maine_Lobster_res=480_bitrate=2.avi,F8_delicious_Maine_Lobster,480,2
M8_Quaker_res=1080_bitrate=reference.avi,M8_Quaker,1080,reference
F7_here_and_there_res=1080_bitrate=reference.avi,F7_here_and_there,1080,reference
F4_university_communication_access_res=480_bitrate=2.avi,F4_university_communication_access,480,2
F2_switchback_res=720_bitrate=2.avi,F2_switchback,720,2
F7_here_and_there_res=360_bitrate=0.8.avi,F7_here_and_there,360,0.8
M8_Quaker_res=480_bitrate=0.8.avi,M8_Quaker,480,0.8
F3_very_different_res=480_bitrate=0.25.avi,F3_very_different,480,0.25
F10_no_she_is_not_deaf_res=480_bitrate=0.8.avi,F10_no_she_is_not_deaf,480,0.8
F3_very_different_res=720_bitrate=0.25.avi,F3_very_different,720,0.25
F7_how_do_I_put_this_res=1080_bitrate=2.avi,F7_how_do_I_put_this,1080,2
F7_how_do_I_put_this_res=720_bitrate=0.8.avi,F7_how_do_I_put_this,720,0.8
