video,content,resolution,bitrate
F7_let_me_think_res=480_bitrate=2.avi,F7_let_me_think,480,2
M2_juicy_and_delicious_res=1080_bitrate=0.8.avi,M2_juicy_and_delicious,1080,0.8
M2_cheat_code_res=480_bitrate=0.8.avi,M2_cheat_code,480,0.8
M2_juicy_and_delicious_res=360_bitrate=0.8.avi,M2_juicy_and_delicious,360,0.8
M5_heart_beats_fast_res=360_bitrate=0.8.avi,M5_heart_beats_fast,360,0.8
M3_hold_tea_handle_res=720_bitrate=0.8.avi,M3_hold_tea_handle,720,0.8
F6_the_way_it_bubbles_res=720_bitrate=2.avi,F6_the_way_it_bubbles,720,2
M2_cheat_code_res=480_bitrate=0.25.avi,M2_cheat_code,480,0.25
M7_performing_CPR_res=480_bitrate=0.25.avi,M7_performing_CPR,480,0.25
M7_performing_CPR_res=480_bitrate=0.8.avi,M7_performing_CPR,480,0.8
F7_how_do_I_put_this_res=480_bitrate=2.avi,F7_how_do_I_put_this,480,2
M7_performing_CPR_res=1080_bitrate=2.avi,M7_performing_CPR,1080,2
F7_let_me_think_res=1080_bitrate=0.8.avi,F7_let_me_think,1080,0.8
F7_how_do_I_put_this_res=720_bitrate=0.8.avi,F7_how_do_I_put_this,720,0.8
F7_let_me_think_res=720_bitrate=2.avi,F7_let_me_think,720,2
F7_here_and_there_res=1080_bitrate=reference.avi,F7_here_and_there,1080,reference
F12_from_boise_idaho_res=1080_bitrate=2.avi,F12_from_boise_idaho,1080,2
M4_four_tvs_res=1080_bitrate=0.8.avi,M4_four_tvs,1080,0.8
M8_scenario_in_darkroom_res=360_bitrate=0.8.avi,M8_scenario_in_darkroom,360,0.8
F12_matching_pattern_res=480_bitrate=0.8.avi,F12_matching_pattern,480,0.8
M2_cheat_code_res=480_bitrate=2.avi,M2_cheat_code,480,2
F10_sign_permission_form_res=720_bitrate=2.avi,F10_sign_permission_form,720,2
M3_hold_tea_handle_res=480_bitrate=0.25.avi,M3_hold_tea_handle,480,0.25
M5_heart_beats_fast_res=1080_bitrate=reference.avi,M5_heart_beats_fast,1080,reference
F12_matching_pattern_res=1080_bitrate=2.avi,F12_matching_pattern,1080,2
M7_performing_CPR_res=720_bitrate=0.25.avi,M7_performing_CPR,720,0.25
F10_sign_permission_form_res=1080_bitrate=2.avi,F10_sign_permission_form,1080,2
F12_matching_pattern_res=1080_bitrate=0.8.avi,F12_matching_pattern,1080,0.8
F12_from_boise_idaho_res=1080_bitrate=0.8.avi,F12_from_boise_idaho,1080,0.8
M8_scenario_in_darkroom_res=1080_bitrate=2.avi,M8_scenario_in_darkroom,1080,2
M2_cheat_code_res=1080_bitrate=0.8.avi,M2_cheat_code,1080,0.8
F10_sign_permission_form_res=480_bitrate=0.8.avi,F10_sign_permission_form,480,0.8
M3_hold_tea_handle_res=480_bitrate=2.avi,M3_hold_tea_handle,480,2
F10_sign_permission_form_res=1080_bitrate=reference.avi,F10_sign_permission_form,1080,reference
M4_four_tvs_res=720_bitrate=0.8.avi,M4_four_tvs,720,0.8
M3_hold_tea_handle_res=1080_bitrate=0.8.avi,M3_hold_tea_handle,1080,0.8
M1_scooby_doo_res=720_bitrate=0.8.avi,M1_scooby_doo,720,0.8
M3_hold_tea_handle_res=720_bitrate=2.avi,M3_hold_tea_handle,720,2
M1_scooby_doo_res=480_bitrate=0.25.avi,M1_scooby_doo,480,0.25
F10_sign_permission_form_res=480_bitrate=2.avi,F10_sign_permission_form,480,2
M1_scooby_doo_res=720_bitrate=0.25.avi,M1_scooby_doo,720,0.25
F7_let_me_think_res=1080_bitrate=reference.avi,F7_let_me_think,1080,reference
F7_here_and_there_res=480_bitrate=2.avi,F7_here_and_there,480,2
M2_juicy_and_delicious_res=480_bitrate=0.8.avi,M2_juicy_and_delicious,480,0.8
M1_scooby_doo_res=720_bitrate=2.avi,M1_scooby_doo,720,2
F6_the_way_it_bubbles_res=480_bitrate=0.8.avi,F6_the_way_it_bubbles,480,0.8
M8_scenario_in_darkroom_res=480_bitrate=0.25.avi,M8_scenario_in_darkroom,480,0.25
F6_the_way_it_bubbles_res=1080_bitrate=reference.avi,F6_the_way_it_bubbles,1080,reference
M5_heart_beats_fast_res=720_bitrate=2.avi,M5_heart_beats_fast,720,2
F7_here_and_there_res=720_bitrate=0.8.avi,F7_here_and_there,720,0.8
M1_scooby_doo_res=1080_bitrate=2.avi,M1_scooby_doo,1080,2
F10_sign_permission_form_res=480_bitrate=0.25.avi,F10_sign_permission_form,480,0.25
M4_four_tvs_res=480_bitrate=0.25.avi,M4_four_tvs,480,0.25
F7_let_me_think_res=720_bitrate=0.8.avi,F7_let_me_think,720,0.8
F10_sign_permission_form_res=720_bitrate=0.25.avi,F10_sign_permission_form,720,0.25
M2_cheat_code_res=1080_bitrate=2.avi,M2_cheat_code,1080,2
M5_heart_beats_fast_res=720_bitrate=0.25.avi,M5_heart_beats_fast,720,0.25
F6_the_way_it_bubbles_res=480_bitrate=0.25.avi,F6_the_way_it_bubbles,480,0.25
