video,content,resolution,bitrate
M2_back_tire_res=1080_bitrate=reference.avi,M2_back_tire,1080,reference
M1_scooby_doo_res=1080_bitrate=0.8.avi,M1_scooby_doo,1080,0.8
M2_back_tire_res=1080_bitrate=0.8.avi,M2_back_tire,1080,0.8
F6_the_way_it_bubbles_res=720_bitrate=0.8.avi,F6_the_way_it_bubbles,720,0.8
F12_matching_pattern_res=480_bitrate=2.avi,F12_matching_pattern,480,2
F3_wican_versus_religion_res=720_bitrate=2.avi,F3_wican_versus_religion,720,2
F8_delicious_Maine_Lobster_res=480_bitrate=0.8.avi,F8_delicious_Maine_Lobster,480,0.8
F6_the_way_it_bubbles_res=480_bitrate=2.avi,F6_the_way_it_bubbles,480,2
M9_bowler_domates_res=1080_bitrate=reference.avi,M9_bowler_domates,1080,reference
F6_the_way_it_bubbles_res=720_bitrate=2.avi,F6_the_way_it_bubbles,720,2
F3_wican_versus_religion_res=1080_bitrate=reference.avi,F3_wican_versus_religion,1080,reference
M4_four_tvs_res=720_bitrate=0.8.avi,M4_four_tvs,720,0.8
F8_delicious_Maine_Lobster_res=1080_bitrate=0.8.avi,F8_delicious_Maine_Lobster,1080,0.8
M2_back_tire_res=1080_bitrate=2.avi,M2_back_tire,1080,2
M9_bowler_domates_res=480_bitrate=0.8.avi,M9_bowler_domates,480,0.8
F6_the_way_it_bubbles_res=720_bitrate=0.25.avi,F6_the_way_it_bubbles,720,0.25
M4_four_tvs_res=480_bitrate=2.avi,M4_four_tvs,480,2
F11_1985_to_1995_res=480_bitrate=2.avi,F11_1985_to_1995,480,2
M4_four_tvs_res=480_bitrate=0.8.avi,M4_four_tvs,480,0.8
F5_scuba_aquarium_res=480_bitrate=0.25.avi,F5_scuba_aquarium,480,0.25
M2_back_tire_res=480_bitrate=0.25.avi,M2_back_tire,480,0.25
F12_matching_pattern_res=1080_bitrate=2.avi,F12_matching_pattern,1080,2
M2_back_tire_res=720_bitrate=0.8.avi,M2_back_tire,720,0.8
M5_heart_beats_fast_res=1080_bitrate=2.avi,M5_heart_beats_fast,1080,2
M6_black_bear_between_two_men_res=720_bitrate=0.25.avi,M6_black_bear_between_two_men,720,0.25
F7_here_and_there_res=480_bitrate=0.8.avi,F7_here_and_there,480,0.8
F6_the_way_it_bubbles_res=480_bitrate=0.8.avi,F6_the_way_it_bubbles,480,0.8
F7_here_and_there_res=720_bitrate=2.avi,F7_here_and_there,720,2
M9_bowler_domates_res=1080_bitrate=0.8.avi,M9_bowler_domates,1080,0.8
F7_here_and_there_res=480_bitrate=0.25.avi,F7_here_and_there,480,0.25
F11_1985_to_1995_res=480_bitrate=0.25.avi,F11_1985_to_1995,480,0.25
M2_back_tire_res=720_bitrate=0.25.avi,M2_back_tire,720,0.25
M5_heart_beats_fast_res=720_bitrate=2.avi,M5_heart_beats_fast,720,2
M6_black_bear_between_two_men_res=1080_bitrate=reference.avi,M6_black_bear_between_two_men,1080,reference
F8_delicious_Maine_Lobster_res=480_bitrate=2.avi,F8_delicious_Maine_Lobster,480,2
F3_wican_versus_religion_res=1080_bitrate=2.avi,F3_wican_versus_religion,1080,2
M5_heart_beats_fast_res=480_bitrate=0.25.avi,M5_heart_beats_fast,480,0.25
M4_four_tvs_res=1080_bitrate=reference.avi,M4_four_tvs,1080,reference
M5_heart_beats_fast_res=720_bitrate=0.8.avi,M5_heart_beats_fast,720,0.8
M8_scenario_in_darkroom_res=720_bitrate=0.8.avi,M8_scenario_in_darkroom,720,0.8
F12_matching_pattern_res=480_bitrate=0.8.avi,F12_matching_pattern,480,0.8
M9_bowler_domates_res=480_bitrate=2.avi,M9_bowler_domates,480,2
F11_1985_to_1995_res=720_bitrate=0.25.avi,F11_1985_to_1995,720,0.25
M5_I_want_to_learn_to_fish_res=720_bitrate=0.25.avi,M5_I_want_to_learn_to_fish,720,0.25
F11_1985_to_1995_res=360_bitrate=0.8.avi,F11_1985_to_1995,360,0.8
F3_wican_versus_religion_res=720_bitrate=0.25.avi,F3_wican_versus_religion,720,0.25
M6_black_bear_between_two_men_res=360_bitrate=0.8.avi,M6_black_bear_between_two_men,360,0.8
F3_wican_versus_religion_res=480_bitrate=2.avi,F3_wican_versus_religion,480,2
M4_four_tvs_res=720_bitrate=0.25.avi,M4_four_tvs,720,0.25
M5_heart_beats_fast_res=480_bitrate=2.avi,M5_heart_beats_fast,480,2
M6_black_bear_between_two_men_res=1080_bitrate=2.avi,M6_black_bear_between_two_men,1080,2
F11_1985_to_1995_res=1080_bitrate=0.8.avi,F11_1985_to_1995,1080,0.8
M6_black_bear_between_two_men_res=720_bitrate=0.8.avi,M6_black_bear_between_two_men,720,0.8
M1_scooby_doo_res=480_bitrate=2.avi,M1_scooby_doo,480,2
M6_black_bear_between_two_men_res=1080_bitrate=0.8.avi,M6_black_bear_between_two_men,1080,0.8
M5_heart_beats_fast_res=360_bitrate=0.8.avi,M5_heart_beats_fast,360,0.8
M4_four_tvs_res=720_bitrate=2.avi,M4_four_tvs,720,2
M9_bowler_domates_res=720_bitrate=0.25.avi,M9_bowler_domates,720,0.25
F12_matching_pattern_res=720_bitrate=2.avi,F12_matching_pattern,720,2
M5_heart_beats_fast_res=480_bitrate=0.8.avi,M5_heart_beats_fast,480,0.8
F5_scuba_aquarium_res=720_bitrate=0.25.avi,F5_scuba_aquarium,720,0.25
F3_wican_versus_religion_res=720_bitrate=0.8.avi,F3_wican_versus_religion,720,0.8
M5_I_want_to_learn_to_fish_res=1080_bitrate=reference.avi,M5_I_want_to_learn_to_fish,1080,reference
M2_back_tire_res=480_bitrate=2.avi,M2_back_tire,480,2
M6_black_bear_between_two_men_res=720_bitrate=2.avi,M6_black_bear_between_two_men,720,2
F8_delicious_Maine_Lobster_res=720_bitrate=0.25.avi,F8_delicious_Maine_Lobster,720,0.25
F12_matching_pattern_res=720_bitrate=0.8.avi,F12_matching_pattern,720,0.8
F3_wican_versus_religion_res=360_bitrate=0.8.avi,F3_wican_versus_religion,360,0.8
M8_scenario_in_darkroom_res=1080_bitrate=2.avi,M8_scenario_in_darkroom,1080,2
M5_I_want_to_learn_to_fish_res=720_bitrate=2.avi,M5_I_want_to_learn_to_fish,720,2
M1_scooby_doo_res=720_bitrate=0.8.avi,M1_scooby_doo,720,0.8
M5_I_want_to_learn_to_fish_res=480_bitrate=0.25.avi,M5_I_want_to_learn_to_fish,480,0.25
F7_here_and_there_res=480_bitrate=2.avi,F7_here_and_there,480,2
M5_I_want_to_learn_to_fish_res=480_bitrate=2.avi,M5_I_want_to_learn_to_fish,480,2
F8_delicious_Maine_Lobster_res=360_bitrate=0.8.avi,F8_delicious_Maine_Lobster,360,0.8
M5_I_want_to_learn_to_fish_res=480_bitrate=0.8.avi,M5_I_want_to_learn_to_fish,480,0.8
F12_matching_pattern_res=480_bitrate=0.25.avi,F12_matching_pattern,480,0.25
F8_delicious_Maine_Lobster_res=720_bitrate=0.8.avi,F8_delicious_Maine_Lobster,720,0.8
F12_matching_pattern_res=1080_bitrate=reference.avi,F12_matching_pattern,1080,reference
F7_here_and_there_res=720_bitrate=0.8.avi,F7_here_and_there,720,0.8
M5_heart_beats_fast_res=1080_bitrate=reference.avi,M5_heart_beats_fast,1080,reference
F7_here_and_there_res=360_bitrate=0.8.avi,F7_here_and_there,360,0.8
M1_scooby_doo_res=480_bitrate=0.8.avi,M1_scooby_doo,480,0.8
M5_I_want_to_learn_to_fish_res=1080_bitrate=2.avi,M5_I_want_to_learn_to_fish,1080,2
F6_the_way_it_bubbles_res=1080_bitrate=reference.avi,F6_the_way_it_bubbles,1080,reference
F5_scuba_aquarium_res=1080_bitrate=0.8.avi,F5_scuba_aquarium,1080,0.8
M2_back_tire_res=480_bitrate=0.8.avi,M2_back_tire,480,0.8
M5_I_want_to_learn_to_fish_res=360_bitrate=0.8.avi,M5_I_want_to_learn_to_fish,360,0.8
M2_back_tire_res=360_bitrate=0.8.avi,M2_back_tire,360,0.8
F8_delicious_Maine_Lobster_res=480_bitrate=0.25.avi,F8_delicious_Maine_Lobster,480,0.25
F7_here_and_there_res=1080_bitrate=0.8.avi,F7_here_and_there,1080,0.8
M8_scenario_in_darkroom_res=480_bitrate=2.avi,M8_scenario_in_darkroom,480,2
F7_here_and_there_res=1080_bitrate=reference.avi,F7_here_and_there,1080,reference
F5_scuba_aquarium_res=720_bitrate=0.8.avi,F5_scuba_aquarium,720,0.8
M6_black_bear_between_two_men_res=480_bitrate=0.8.avi,M6_black_bear_between_two_men,480,0.8
M1_scooby_doo_res=360_bitrate=0.8.avi,M1_scooby_doo,360,0.8
M8_scenario_in_darkroom_res=1080_bitrate=reference.avi,M8_scenario_in_darkroom,1080,reference
F11_1985_to_1995_res=1080_bitrate=reference.avi,F11_1985_to_1995,1080,reference
F6_the_way_it_bubbles_res=1080_bitrate=2.avi,F6_the_way_it_bubbles,1080,2
F5_scuba_aquarium_res=1080_bitrate=2.avi,F5_scuba_aquarium,1080,2
M6_black_bear_between_two_men_res=480_bitrate=0.25.avi,M6_black_bear_between_two_men,480,0.25
F6_the_way_it_bubbles_res=360_bitrate=0.8.avi,F6_the_way_it_bubbles,360,0.8
M1_scooby_doo_res=720_bitrate=2.avi,M1_scooby_doo,720,2
F8_delicious_Maine_Lobster_res=720_bitrate=2.avi,F8_delicious_Maine_Lobster,720,2
F7_here_and_there_res=720_bitrate=0.25.avi,F7_here_and_there,720,0.25
M6_black_bear_between_two_men_res=480_bitrate=2.avi,M6_black_bear_between_two_men,480,2
M9_bowler_domates_res=720_bitrate=0.8.avi,M9_bowler_domates,720,0.8
F8_delicious_Maine_Lobster_res=1080_bitrate=reference.avi,F8_delicious_Maine_Lobster,1080,reference
M4_four_tvs_res=360_bitrate=0.8.avi,M4_four_tvs,360,0.8
M8_scenario_in_darkroom_res=1080_bitrate=0.8.avi,M8_scenario_in_darkroom,1080,0.8
F6_the_way_it_bubbles_res=480_bitrate=0.25.avi,F6_the_way_it_bubbles,480,0.25
M8_scenario_in_darkroom_res=480_bitrate=0.8.avi,M8_scenario_in_darkroom,480,0.8
