video,content,resolution,bitrate
F11_1985_to_1995_res=480_bitrate=2.avi,F11_1985_to_1995,480,2
F5_scuba_aquarium_res=360_bitrate=0.8.avi,F5_scuba_aquarium,360,0.8
M3_hold_tea_handle_res=1080_bitrate=2.avi,M3_hold_tea_handle,1080,2
M7_performing_CPR_res=360_bitrate=0.8.avi,M7_performing_CPR,360,0.8
M4_four_tvs_res=360_bitrate=0.8.avi,M4_four_tvs,360,0.8
M4_new_girlfriend_res=480_bitrate=0.25.avi,M4_new_girlfriend,480,0.25
M6_black_bear_between_two_men_res=720_bitrate=0.25.avi,M6_black_bear_between_two_men,720,0.25
M9_bowler_domates_res=480_bitrate=0.25.avi,M9_bowler_domates,480,0.25
M5_I_want_to_learn_to_fish_res=1080_bitrate=reference.avi,M5_I_want_to_learn_to_fish,1080,reference
M9_bowler_domates_res=1080_bitrate=2.avi,M9_bowler_domates,1080,2
M5_I_want_to_learn_to_fish_res=480_bitrate=0.25.avi,M5_I_want_to_learn_to_fish,480,0.25
F2_switchback_res=720_bitrate=0.25.avi,F2_switchback,720,0.25
F3_very_different_res=720_bitrate=0.25.avi,F3_very_different,720,0.25
F5_scuba_aquarium_res=1080_bitrate=0.8.avi,F5_scuba_aquarium,1080,0.8
F3_very_different_res=480_bitrate=2.avi,F3_very_different,480,2
M7_performing_CPR_res=480_bitrate=0.8.avi,M7_performing_CPR,480,0.8
F12_buttons_on_sleeve_res=720_bitrate=0.8.avi,F12_buttons_on_sleeve,720,0.8
F2_switchback_res=1080_bitrate=reference.avi,F2_switchback,1080,reference
F5_scuba_aquarium_res=480_bitrate=2.avi,F5_scuba_aquarium,480,2
M4_new_girlfriend_res=720_bitrate=0.8.avi,M4_new_girlfriend,720,0.8
M5_I_want_to_learn_to_fish_res=480_bitrate=0.8.avi,M5_I_want_to_learn_to_fish,480,0.8
M4_new_girlfriend_res=480_bitrate=2.avi,M4_new_girlfriend,480,2
F10_no_she_is_not_deaf_res=480_bitrate=0.8.avi,F10_no_she_is_not_deaf,480,0.8
M3_hold_tea_handle_res=720_bitrate=0.8.avi,M3_hold_tea_handle,720,0.8
F7_how_do_I_put_this_res=1080_bitrate=0.8.avi,F7_how_do_I_put_this,1080,0.8
F12_buttons_on_sleeve_res=360_bitrate=0.8.avi,F12_buttons_on_sleeve,360,0.8
F2_switchback_res=1080_bitrate=2.avi,F2_switchback,1080,2
F12_buttons_on_sleeve_res=1080_bitrate=0.8.avi,F12_buttons_on_sleeve,1080,0.8
F2_switchback_res=720_bitrate=0.8.avi,F2_switchback,720,0.8
M9_bowler_domates_res=720_bitrate=2.avi,M9_bowler_domates,720,2
M5_I_want_to_learn_to_fish_res=360_bitrate=0.8.avi,M5_I_want_to_learn_to_fish,360,0.8
M3_hold_tea_handle_res=1080_bitrate=reference.avi,M3_hold_tea_handle,1080,reference
F11_1985_to_1995_res=480_bitrate=0.25.avi,F11_1985_to_1995,480,0.25
M9_bowler_domates_res=1080_bitrate=reference.avi,M9_bowler_domates,1080,reference
F10_no_she_is_not_deaf_res=720_bitrate=2.avi,F10_no_she_is_not_deaf,720,2
M3_hold_tea_handle_res=720_bitrate=0.25.avi,M3_hold_tea_handle,720,0.25
M5_I_want_to_learn_to_fish_res=1080_bitrate=0.8.avi,M5_I_want_to_learn_to_fish,1080,0.8
F7_let_me_think_res=720_bitrate=0.25.avi,F7_let_me_think,720,0.25
M6_black_bear_between_two_men_res=480_bitrate=2.avi,M6_black_bear_between_two_men,480,2
