video,content,resolution,bitrate
F6_layer_after_layer_res=720_bitrate=0.25.avi,F6_layer_after_layer,720,0.25
F5_crimson_res=720_bitrate=0.25.avi,F5_crimson,720,0.25
M6_russian_river_becomes_kenai_river_res=720_bitrate=0.8.avi,M6_russian_river_becomes_kenai_river,720,0.8
F12_matching_pattern_res=720_bitrate=0.25.avi,F12_matching_pattern,720,0.25
M4_cove_res=720_bitrate=0.8.avi,M4_cove,720,0.8
M4_tshirt_says_captain_res=480_bitrate=0.8.avi,M4_tshirt_says_captain,480,0.8
F10_grandkids_talk_to_daughter_res=1080_bitrate=0.8.avi,F10_grandkids_talk_to_daughter,1080,0.8
M8_Quaker_res=720_bitrate=0.25.avi,M8_Quaker,720,0.25
M8_coors_brewery_res=720_bitrate=0.8.avi,M8_coors_brewery,720,0.8
M8_Quaker_res=1080_bitrate=0.8.avi,M8_Quaker,1080,0.8
M8_coors_brewery_res=480_bitrate=0.8.avi,M8_coors_brewery,480,0.8
M6_russian_river_becomes_kenai_river_res=480_bitrate=2.avi,M6_russian_river_becomes_kenai_river,480,2
F6_layer_after_layer_res=1080_bitrate=0.8.avi,F6_layer_after_layer,1080,0.8
F3_wican_versus_religion_res=360_bitrate=0.8.avi,F3_wican_versus_religion,360,0.8
F5_crimson_res=720_bitrate=0.8.avi,F5_crimson,720,0.8
F12_matching_pattern_res=720_bitrate=0.8.avi,F12_matching_pattern,720,0.8
F10_sign_permission_form_res=480_bitrate=0.8.avi,F10_sign_permission_form,480,0.8
M8_Quaker_res=480_bitrate=0.8.avi,M8_Quaker,480,0.8
M2_juicy_and_delicious_res=480_bitrate=0.8.avi,M2_juicy_and_delicious,480,0.8
F12_matching_pattern_res=480_bitrate=2.avi,F12_matching_pattern,480,2
M6_russian_river_becomes_kenai_river_res=720_bitrate=0.25.avi,M6_russian_river_becomes_kenai_river,720,0.25
M8_Quaker_res=1080_bitrate=reference.avi,M8_Quaker,1080,reference
F7_here_and_there_res=480_bitrate=0.25.avi,F7_here_and_there,480,0.25
M4_tshirt_says_captain_res=1080_bitrate=0.8.avi,M4_tshirt_says_captain,1080,0.8
F7_here_and_there_res=720_bitrate=2.avi,F7_here_and_there,720,2
M4_cove_res=480_bitrate=0.25.avi,M4_cove,480,0.25
M4_tshirt_says_captain_res=1080_bitrate=2.avi,M4_tshirt_says_captain,1080,2
F10_sign_permission_form_res=1080_bitrate=2.avi,F10_sign_permission_form,1080,2
M6_black_bear_between_two_men_res=480_bitrate=2.avi,M6_black_bear_between_two_men,480,2
F7_here_and_there_res=360_bitrate=0.8.avi,F7_here_and_there,360,0.8
M8_Quaker_res=720_bitrate=2.avi,M8_Quaker,720,2
M6_russian_river_becomes_kenai_river_res=360_bitrate=0.8.avi,M6_russian_river_becomes_kenai_river,360,0.8
M4_tshirt_says_captain_res=720_bitrate=2.avi,M4_tshirt_says_captain,720,2
M2_juicy_and_delicious_res=360_bitrate=0.8.avi,M2_juicy_and_delicious,360,0.8
M4_tshirt_says_captain_res=720_bitrate=0.25.avi,M4_tshirt_says_captain,720,0.25
M2_juicy_and_delicious_res=1080_bitrate=0.8.avi,M2_juicy_and_delicious,1080,0.8
F10_sign_permission_form_res=360_bitrate=0.8.avi,F10_sign_permission_form,360,0.8
F12_matching_pattern_res=720_bitrate=2.avi,F12_matching_pattern,720,2
F10_sign_permission_form_res=720_bitrate=0.25.avi,F10_sign_permission_form,720,0.25
M6_russian_river_becomes_kenai_river_res=1080_bitrate=2.avi,M6_russian_river_becomes_kenai_river,1080,2
F10_sign_permission_form_res=480_bitrate=2.avi,F10_sign_permission_form,480,2
F10_grandkids_talk_to_daughter_res=1080_bitrate=reference.avi,F10_grandkids_talk_to_daughter,1080,reference
F6_layer_after_layer_res=1080_bitrate=reference.avi,F6_layer_after_layer,1080,reference
F2_switchback_res=480_bitrate=2.avi,F2_switchback,480,2
F10_grandkids_talk_to_daughter_res=480_bitrate=0.25.avi,F10_grandkids_talk_to_daughter,480,0.25
F2_switchback_res=720_bitrate=2.avi,F2_switchback,720,2
F3_wican_versus_religion_res=1080_bitrate=reference.avi,F3_wican_versus_religion,1080,reference
M2_juicy_and_delicious_res=1080_bitrate=2.avi,M2_juicy_and_delicious,1080,2
M8_coors_brewery_res=720_bitrate=2.avi,M8_coors_brewery,720,2
F3_wican_versus_religion_res=480_bitrate=0.25.avi,F3_wican_versus_religion,480,0.25
F10_sign_permission_form_res=1080_bitrate=reference.avi,F10_sign_permission_form,1080,reference
F3_wican_versus_religion_res=480_bitrate=2.avi,F3_wican_versus_religion,480,2
F7_here_and_there_res=1080_bitrate=0.8.avi,F7_here_and_there,1080,0.8
F6_layer_after_layer_res=720_bitrate=0.8.avi,F6_layer_after_layer,720,0.8
F5_crimson_res=360_bitrate=0.8.avi,F5_crimson,360,0.8
F10_grandkids_talk_to_daughter_res=1080_bitrate=2.avi,F10_grandkids_talk_to_daughter,1080,2
M6_black_bear_between_two_men_res=1080_bitrate=reference.avi,M6_black_bear_between_two_men,1080,reference
F12_matching_pattern_res=480_bitrate=0.25.avi,F12_matching_pattern,480,0.25
M4_tshirt_says_captain_res=480_bitrate=0.25.avi,M4_tshirt_says_captain,480,0.25
F5_crimson_res=480_bitrate=0.25.avi,F5_crimson,480,0.25
F6_layer_after_layer_res=480_bitrate=0.25.avi,F6_layer_after_layer,480,0.25
M4_cove_res=1080_bitrate=2.avi,M4_cove,1080,2
F2_switchback_res=1080_bitrate=2.avi,F2_switchback,1080,2
M4_tshirt_says_captain_res=1080_bitrate=reference.avi,M4_tshirt_says_captain,1080,reference
F10_sign_permission_form_res=1080_bitrate=0.8.avi,F10_sign_permission_form,1080,0.8
M6_black_bear_between_two_men_res=720_bitrate=2.avi,M6_black_bear_between_two_men,720,2
F3_wican_versus_religion_res=480_bitrate=0.8.avi,F3_wican_versus_religion,480,0.8
M8_Quaker_res=480_bitrate=0.25.avi,M8_Quaker,480,0.25
F2_switchback_res=720_bitrate=0.8.avi,F2_switchback,720,0.8
F10_grandkids_talk_to_daughter_res=360_bitrate=0.8.avi,F10_grandkids_talk_to_daughter,360,0.8
M6_black_bear_between_two_men_res=360_bitrate=0.8.avi,M6_black_bear_between_two_men,360,0.8
F2_switchback_res=480_bitrate=0.25.avi,F2_switchback,480,0.25
M6_black_bear_between_two_men_res=720_bitrate=0.8.avi,M6_black_bear_between_two_men,720,0.8
F2_switchback_res=360_bitrate=0.8.avi,F2_switchback,360,0.8
M2_juicy_and_delicious_res=480_bitrate=0.25.avi,M2_juicy_and_delicious,480,0.25
F6_layer_after_layer_res=360_bitrate=0.8.avi,F6_layer_after_layer,360,0.8
M2_juicy_and_delicious_res=1080_bitrate=reference.avi,M2_juicy_and_delicious,1080,reference
F2_switchback_res=480_bitrate=0.8.avi,F2_switchback,480,0.8
M6_russian_river_becomes_kenai_river_res=720_bitrate=2.avi,M6_russian_river_becomes_kenai_river,720,2
M4_cove_res=1080_bitrate=0.8.avi,M4_cove,1080,0.8
F6_layer_after_layer_res=1080_bitrate=2.avi,F6_layer_after_layer,1080,2
F5_crimson_res=1080_bitrate=0.8.avi,F5_crimson,1080,0.8
M8_Quaker_res=1080_bitrate=2.avi,M8_Quaker,1080,2
M4_tshirt_says_captain_res=720_bitrate=0.8.avi,M4_tshirt_says_captain,720,0.8
M8_Quaker_res=360_bitrate=0.8.avi,M8_Quaker,360,0.8
F3_wican_versus_religion_res=1080_bitrate=0.8.avi,F3_wican_versus_religion,1080,0.8
F6_layer_after_layer_res=720_bitrate=2.avi,F6_layer_after_layer,720,2
M8_coors_brewery_res=1080_bitrate=reference.avi,M8_coors_brewery,1080,reference
F2_switchback_res=1080_bitrate=0.8.avi,F2_switchback,1080,0.8
F5_crimson_res=480_bitrate=2.avi,F5_crimson,480,2
M8_coors_brewery_res=480_bitrate=2.avi,M8_coors_brewery,480,2
F5_crimson_res=1080_bitrate=reference.avi,F5_crimson,1080,reference
M8_Quaker_res=480_bitrate=2.avi,M8_Quaker,480,2
F10_grandkids_talk_to_daughter_res=480_bitrate=0.8.avi,F10_grandkids_talk_to_daughter,480,0.8
F6_layer_after_layer_res=480_bitrate=2.avi,F6_layer_after_layer,480,2
F10_grandkids_talk_to_daughter_res=480_bitrate=2.avi,F10_grandkids_talk_to_daughter,480,2
F2_switchback_res=720_bitrate=0.25.avi,F2_switchback,720,0.25
M6_russian_river_becomes_kenai_river_res=1080_bitrate=reference.avi,M6_russian_river_becomes_kenai_river,1080,reference
F10_grandkids_talk_to_daughter_res=720_bitrate=2.avi,F10_grandkids_talk_to_daughter,720,2
M6_russian_river_becomes_kenai_river_res=480_bitrate=0.25.avi,M6_russian_river_becomes_kenai_river,480,0.25
M4_cove_res=720_bitrate=0.25.avi,M4_cove,720,0.25
F3_wican_versus_religion_res=720_bitrate=2.avi,F3_wican_versus_religion,720,2
M6_russian_river_becomes_kenai_river_res=480_bitrate=0.8.avi,M6_russian_river_becomes_kenai_river,480,0.8
M8_coors_brewery_res=720_bitrate=0.25.avi,M8_coors_brewery,720,0.25
M8_Quaker_res=720_bitrate=0.8.avi,M8_Quaker,720,0.8
M4_cove_res=360_bitrate=0.8.avi,M4_cove,360,0.8
F3_wican_versus_religion_res=1080_bitrate=2.avi,F3_wican_versus_religion,1080,2
M2_juicy_and_delicious_res=720_bitrate=2.avi,M2_juicy_and_delicious,720,2
M6_russian_river_becomes_kenai_river_res=1080_bitrate=0.8.avi,M6_russian_river_becomes_kenai_river,1080,0.8
M2_juicy_and_delicious_res=720_bitrate=0.8.avi,M2_juicy_and_delicious,720,0.8
M6_black_bear_between_two_men_res=480_bitrate=0.25.avi,M6_black_bear_between_two_men,480,0.25
F10_grandkids_talk_to_daughter_res=720_bitrate=0.25.avi,F10_grandkids_talk_to_daughter,720,0.25
M4_cove_res=480_bitrate=0.8.avi,M4_cove,480,0.8
M4_tshirt_says_captain_res=360_bitrate=0.8.avi,M4_tshirt_says_captain,360,0.8
M4_cove_res=720_bitrate=2.avi,M4_cove,720,2
M6_black_bear_between_two_men_res=1080_bitrate=0.8.avi,M6_black_bear_between_two_men,1080,0.8
M4_tshirt_says_captain_res=480_bitrate=2.avi,M4_tshirt_says_captain,480,2
F2_switchback_res=1080_bitrate=reference.avi,F2_switchback,1080,reference
F3_wican_versus_religion_res=720_bitrate=0.8.avi,F3_wican_versus_religion,720,0.8
F10_grandkids_talk_to_daughter_res=720_bitrate=0.8.avi,F10_grandkids_talk_to_daughter,720,0.8
F12_matching_pattern_res=480_bitrate=0.8.avi,F12_matching_pattern,480,0.8
M8_coors_brewery_res=1080_bitrate=2.avi,M8_coors_brewery,1080,2
F7_here_and_there_res=480_bitrate=0.8.avi,F7_here_and_there,480,0.8
M6_black_bear_between_two_men_res=720_bitrate=0.25.avi,M6_black_bear_between_two_men,720,0.25
F7_here_and_there_res=720_bitrate=0.25.avi,F7_here_and_there,720,0.25
F3_wican_versus_religion_res=720_bitrate=0.25.avi,F3_wican_versus_religion,720,0.25
M8_coors_brewery_res=1080_bitrate=0.8.avi,M8_coors_brewery,1080,0.8
M6_black_bear_between_two_men_res=480_bitrate=0.8.avi,M6_black_bear_between_two_men,480,0.8
M8_coors_brewery_res=480_bitrate=0.25.avi,M8_coors_brewery,480,0.25
F5_crimson_res=480_bitrate=0.8.avi,F5_crimson,480,0.8
F10_sign_permission_form_res=720_bitrate=2.avi,F10_sign_permission_form,720,2
F5_crimson_res=1080_bitrate=2.avi,F5_crimson,1080,2
F12_matching_pattern_res=1080_bitrate=2.avi,F12_matching_pattern,1080,2
F5_crimson_res=720_bitrate=2.avi,F5_crimson,720,2
M4_cove_res=480_bitrate=2.avi,M4_cove,480,2
M2_juicy_and_delicious_res=480_bitrate=2.avi,M2_juicy_and_delicious,480,2
