video,content,resolution,bitrate
F12_from_boise_idaho_res=480_bitrate=0.25.avi,F12_from_boise_idaho,480,0.25
F11_between_11_and_35_res=720_bitrate=0.8.avi,F11_between_11_and_35,720,0.8
M8_good_English_is_important_res=1080_bitrate=2.avi,M8_good_English_is_important,1080,2
F12_from_boise_idaho_res=1080_bitrate=0.8.avi,F12_from_boise_idaho,1080,0.8
F11_between_11_and_35_res=480_bitrate=0.25.avi,F11_between_11_and_35,480,0.25
F12_from_boise_idaho_res=720_bitrate=0.25.avi,F12_from_boise_idaho,720,0.25
F11_1985_to_1995_res=720_bitrate=0.8.avi,F11_1985_to_1995,720,0.8
F12_from_boise_idaho_res=360_bitrate=0.8.avi,F12_from_boise_idaho,360,0.8
F5_scuba_aquarium_res=480_bitrate=0.8.avi,F5_scuba_aquarium,480,0.8
F12_from_boise_idaho_res=1080_bitrate=2.avi,F12_from_boise_idaho,1080,2
F7_how_do_I_put_this_res=720_bitrate=0.8.avi,F7_how_do_I_put_this,720,0.8
F9_around_7_blocks_res=1080_bitrate=reference.avi,F9_around_7_blocks,1080,reference
F10_grandkids_talk_to_daughter_res=720_bitrate=0.25.avi,F10_grandkids_talk_to_daughter,720,0.25
M3_died_at_32_res=720_bitrate=0.25.avi,M3_died_at_32,720,0.25
F9_around_7_blocks_res=480_bitrate=0.8.avi,F9_around_7_blocks,480,0.8
M2_juicy_and_delicious_res=480_bitrate=0.8.avi,M2_juicy_and_delicious,480,0.8
F10_grandkids_talk_to_daughter_res=480_bitrate=0.25.avi,F10_grandkids_talk_to_daughter,480,0.25
M8_good_English_is_important_res=720_bitrate=0.8.avi,M8_good_English_is_important,720,0.8
M7_performing_CPR_res=720_bitrate=0.8.avi,M7_performing_CPR,720,0.8
F11_1985_to_1995_res=480_bitrate=0.25.avi,F11_1985_to_1995,480,0.25
M2_cheat_code_res=480_bitrate=2.avi,M2_cheat_code,480,2
M5_shotgun_is_heavy_res=1080_bitrate=0.8.avi,M5_shotgun_is_heavy,1080,0.8
M4_four_tvs_res=480_bitrate=0.8.avi,M4_four_tvs,480,0.8
F10_grandkids_talk_to_daughter_res=1080_bitrate=reference.avi,F10_grandkids_talk_to_daughter,1080,reference
F11_between_11_and_35_res=1080_bitrate=0.8.avi,F11_between_11_and_35,1080,0.8
