video,content,resolution,bitrate
F6_ingredients_res=1080_bitrate=0.8.avi,F6_ingredients,1080,0.8
F2_switchback_res=720_bitrate=0.8.avi,F2_switchback,720,0.8
F11_between_11_and_35_res=720_bitrate=0.8.avi,F11_between_11_and_35,720,0.8
F4_university_communication_access_res=1080_bitrate=0.8.avi,F4_university_communication_access,1080,0.8
F4_university_communication_access_res=720_bitrate=0.8.avi,F4_university_communication_access,720,0.8
F7_how_do_I_put_this_res=720_bitrate=2.avi,F7_how_do_I_put_this,720,2
F4_university_communication_access_res=360_bitrate=0.8.avi,F4_university_communication_access,360,0.8
M9_bowler_domates_res=480_bitrate=0.8.avi,M9_bowler_domates,480,0.8
F10_grandkids_talk_to_daughter_res=480_bitrate=2.avi,F10_grandkids_talk_to_daughter,480,2
M9_bowler_domates_res=480_bitrate=0.25.avi,M9_bowler_domates,480,0.25
F6_ingredients_res=1080_bitrate=reference.avi,F6_ingredients,1080,reference
F12_matching_pattern_res=1080_bitrate=2.avi,F12_matching_pattern,1080,2
F12_buttons_on_sleeve_res=480_bitrate=0.25.avi,F12_buttons_on_sleeve,480,0.25
F12_matching_pattern_res=720_bitrate=0.25.avi,F12_matching_pattern,720,0.25
M6_russian_river_becomes_kenai_river_res=480_bitrate=2.avi,M6_russian_river_becomes_kenai_river,480,2
F12_matching_pattern_res=720_bitrate=0.8.avi,F12_matching_pattern,720,0.8
F6_ingredients_res=480_bitrate=2.avi,F6_ingredients,480,2
M9_bowler_domates_res=360_bitrate=0.8.avi,M9_bowler_domates,360,0.8
M3_died_at_32_res=720_bitrate=0.8.avi,M3_died_at_32,720,0.8
F3_wican_versus_religion_res=480_bitrate=0.25.avi,F3_wican_versus_religion,480,0.25
F11_between_11_and_35_res=720_bitrate=2.avi,F11_between_11_and_35,720,2
F2_switchback_res=360_bitrate=0.8.avi,F2_switchback,360,0.8
M6_russian_river_becomes_kenai_river_res=1080_bitrate=2.avi,M6_russian_river_becomes_kenai_river,1080,2
M9_bowler_domates_res=720_bitrate=2.avi,M9_bowler_domates,720,2
M3_died_at_32_res=1080_bitrate=reference.avi,M3_died_at_32,1080,reference
F6_layer_after_layer_res=480_bitrate=0.25.avi,F6_layer_after_layer,480,0.25
M4_new_girlfriend_res=1080_bitrate=reference.avi,M4_new_girlfriend,1080,reference
M9_bowler_domates_res=720_bitrate=0.25.avi,M9_bowler_domates,720,0.25
F2_switchback_res=480_bitrate=2.avi,F2_switchback,480,2
F11_between_11_and_35_res=360_bitrate=0.8.avi,F11_between_11_and_35,360,0.8
F12_matching_pattern_res=1080_bitrate=0.8.avi,F12_matching_pattern,1080,0.8
F10_grandkids_talk_to_daughter_res=720_bitrate=0.8.avi,F10_grandkids_talk_to_daughter,720,0.8
M6_russian_river_becomes_kenai_river_res=1080_bitrate=0.8.avi,M6_russian_river_becomes_kenai_river,1080,0.8
F3_wican_versus_religion_res=480_bitrate=0.8.avi,F3_wican_versus_religion,480,0.8
F10_grandkids_talk_to_daughter_res=480_bitrate=0.25.avi,F10_grandkids_talk_to_daughter,480,0.25
F12_buttons_on_sleeve_res=720_bitrate=0.25.avi,F12_buttons_on_sleeve,720,0.25
F2_switchback_res=720_bitrate=0.25.avi,F2_switchback,720,0.25
M7_performing_CPR_res=480_bitrate=2.avi,M7_performing_CPR,480,2
F11_between_11_and_35_res=1080_bitrate=0.8.avi,F11_between_11_and_35,1080,0.8
M9_bowler_domates_res=1080_bitrate=2.avi,M9_bowler_domates,1080,2
M7_performing_CPR_res=720_bitrate=0.25.avi,M7_performing_CPR,720,0.25
M6_russian_river_becomes_kenai_river_res=720_bitrate=0.25.avi,M6_russian_river_becomes_kenai_river,720,0.25
M4_new_girlfriend_res=1080_bitrate=2.avi,M4_new_girlfriend,1080,2
F7_how_do_I_put_this_res=1080_bitrate=2.avi,F7_how_do_I_put_this,1080,2
M9_bowler_domates_res=480_bitrate=2.avi,M9_bowler_domates,480,2
F6_layer_after_layer_res=480_bitrate=0.8.avi,F6_layer_after_layer,480,0.8
F6_ingredients_res=480_bitrate=0.25.avi,F6_ingredients,480,0.25
F12_buttons_on_sleeve_res=360_bitrate=0.8.avi,F12_buttons_on_sleeve,360,0.8
M3_died_at_32_res=1080_bitrate=0.8.avi,M3_died_at_32,1080,0.8
M9_bowler_domates_res=1080_bitrate=0.8.avi,M9_bowler_domates,1080,0.8
F6_ingredients_res=720_bitrate=2.avi,F6_ingredients,720,2
F2_switchback_res=1080_bitrate=0.8.avi,F2_switchback,1080,0.8
M9_bowler_domates_res=1080_bitrate=reference.avi,M9_bowler_domates,1080,reference
F4_university_communication_access_res=480_bitrate=0.8.avi,F4_university_communication_access,480,0.8
F3_wican_versus_religion_res=720_bitrate=0.8.avi,F3_wican_versus_religion,720,0.8
M3_died_at_32_res=480_bitrate=2.avi,M3_died_at_32,480,2
M7_performing_CPR_res=1080_bitrate=2.avi,M7_performing_CPR,1080,2
M4_new_girlfriend_res=360_bitrate=0.8.avi,M4_new_girlfriend,360,0.8
M3_died_at_32_res=480_bitrate=0.25.avi,M3_died_at_32,480,0.25
F11_between_11_and_35_res=480_bitrate=0.8.avi,F11_between_11_and_35,480,0.8
F6_layer_after_layer_res=720_bitrate=0.25.avi,F6_layer_after_layer,720,0.25
F7_how_do_I_put_this_res=1080_bitrate=0.8.avi,F7_how_do_I_put_this,1080,0.8
M3_died_at_32_res=720_bitrate=2.avi,M3_died_at_32,720,2
F7_how_do_I_put_this_res=360_bitrate=0.8.avi,F7_how_do_I_put_this,360,0.8
M7_performing_CPR_res=480_bitrate=0.8.avi,M7_performing_CPR,480,0.8
F2_switchback_res=1080_bitrate=2.avi,F2_switchback,1080,2
F4_university_communication_access_res=720_bitrate=0.25.avi,F4_university_communication_access,720,0.25
F6_layer_after_layer_res=1080_bitrate=reference.avi,F6_layer_after_layer,1080,reference
F3_wican_versus_religion_res=1080_bitrate=reference.avi,F3_wican_versus_religion,1080,reference
F10_grandkids_talk_to_daughter_res=1080_bitrate=0.8.avi,F10_grandkids_talk_to_daughter,1080,0.8
M3_died_at_32_res=480_bitrate=0.8.avi,M3_died_at_32,480,0.8
F12_buttons_on_sleeve_res=720_bitrate=2.avi,F12_buttons_on_sleeve,720,2
F10_grandkids_talk_to_daughter_res=1080_bitrate=2.avi,F10_grandkids_talk_to_daughter,1080,2
F11_between_11_and_35_res=480_bitrate=2.avi,F11_between_11_and_35,480,2
F6_layer_after_layer_res=480_bitrate=2.avi,F6_layer_after_layer,480,2
F10_grandkids_talk_to_daughter_res=720_bitrate=0.25.avi,F10_grandkids_talk_to_daughter,720,0.25
F4_university_communication_access_res=1080_bitrate=2.avi,F4_university_communication_access,1080,2
M4_new_girlfriend_res=1080_bitrate=0.8.avi,M4_new_girlfriend,1080,0.8
F6_ingredients_res=720_bitrate=0.25.avi,F6_ingredients,720,0.25
M3_died_at_32_res=360_bitrate=0.8.avi,M3_died_at_32,360,0.8
M4_new_girlfriend_res=720_bitrate=2.avi,M4_new_girlfriend,720,2
F2_switchback_res=480_bitrate=0.25.avi,F2_switchback,480,0.25
F11_between_11_and_35_res=480_bitrate=0.25.avi,F11_between_11_and_35,480,0.25
F4_university_communication_access_res=480_bitrate=0.25.avi,F4_university_communication_access,480,0.25
M4_new_girlfriend_res=480_bitrate=0.25.avi,M4_new_girlfriend,480,0.25
F12_matching_pattern_res=480_bitrate=0.25.avi,F12_matching_pattern,480,0.25
F7_how_do_I_put_this_res=720_bitrate=0.8.avi,F7_how_do_I_put_this,720,0.8
F6_ingredients_res=480_bitrate=0.8.avi,F6_ingredients,480,0.8
F12_matching_pattern_res=480_bitrate=2.avi,F12_matching_pattern,480,2
M7_performing_CPR_res=1080_bitrate=reference.avi,M7_performing_CPR,1080,reference
F12_buttons_on_sleeve_res=1080_bitrate=2.avi,F12_buttons_on_sleeve,1080,2
F10_grandkids_talk_to_daughter_res=480_bitrate=0.8.avi,F10_grandkids_talk_to_daughter,480,0.8
F12_buttons_on_sleeve_res=480_bitrate=0.8.avi,F12_buttons_on_sleeve,480,0.8
F6_layer_after_layer_res=360_bitrate=0.8.avi,F6_layer_after_layer,360,0.8
M3_died_at_32_res=720_bitrate=0.25.avi,M3_died_at_32,720,0.25
F3_wican_versus_religion_res=720_bitrate=0.25.avi,F3_wican_versus_religion,720,0.25
M6_russian_river_becomes_kenai_river_res=1080_bitrate=reference.avi,M6_russian_river_becomes_kenai_river,1080,reference
F10_grandkids_talk_to_daughter_res=1080_bitrate=reference.avi,F10_grandkids_talk_to_daughter,1080,reference
F6_layer_after_layer_res=720_bitrate=0.8.avi,F6_layer_after_layer,720,0.8
M6_russian_river_becomes_kenai_river_res=480_bitrate=0.25.avi,M6_russian_river_becomes_kenai_river,480,0.25
M7_performing_CPR_res=480_bitrate=0.25.avi,M7_performing_CPR,480,0.25
F7_how_do_I_put_this_res=480_bitrate=0.25.avi,F7_how_do_I_put_this,480,0.25
M4_new_girlfriend_res=480_bitrate=0.8.avi,M4_new_girlfriend,480,0.8
M7_performing_CPR_res=720_bitrate=0.8.avi,M7_performing_CPR,720,0.8
F4_university_communication_access_res=1080_bitrate=reference.avi,F4_university_communication_access,1080,reference
M7_performing_CPR_res=360_bitrate=0.8.avi,M7_performing_CPR,360,0.8
F6_layer_after_layer_res=720_bitrate=2.avi,F6_layer_after_layer,720,2
M6_russian_river_becomes_kenai_river_res=720_bitrate=0.8.avi,M6_russian_river_becomes_kenai_river,720,0.8
M9_bowler_domates_res=720_bitrate=0.8.avi,M9_bowler_domates,720,0.8
F12_buttons_on_sleeve_res=720_bitrate=0.8.avi,F12_buttons_on_sleeve,720,0.8
F3_wican_versus_religion_res=1080_bitrate=0.8.avi,F3_wican_versus_religion,1080,0.8
M7_performing_CPR_res=720_bitrate=2.avi,M7_performing_CPR,720,2
M4_new_girlfriend_res=720_bitrate=0.8.avi,M4_new_girlfriend,720,0.8
F2_switchback_res=1080_bitrate=reference.avi,F2_switchback,1080,reference
F7_how_do_I_put_this_res=1080_bitrate=reference.avi,F7_how_do_I_put_this,1080,reference
F6_ingredients_res=360_bitrate=0.8.avi,F6_ingredients,360,0.8
F3_wican_versus_religion_res=480_bitrate=2.avi,F3_wican_versus_religion,480,2
F4_university_communication_access_res=720_bitrate=2.avi,F4_university_communication_access,720,2
F6_layer_after_layer_res=1080_bitrate=2.avi,F6_layer_after_layer,1080,2
F7_how_do_I_put_this_res=480_bitrate=0.8.avi,F7_how_do_I_put_this,480,0.8
F6_layer_after_layer_res=1080_bitrate=0.8.avi,F6_layer_after_layer,1080,0.8
F2_switchback_res=720_bitrate=2.avi,F2_switchback,720,2
F6_ingredients_res=1080_bitrate=2.avi,F6_ingredients,1080,2
M6_russian_river_becomes_kenai_river_res=480_bitrate=0.8.avi,M6_russian_river_becomes_kenai_river,480,0.8
F3_wican_versus_religion_res=360_bitrate=0.8.avi,F3_wican_versus_religion,360,0.8
M6_russian_river_becomes_kenai_river_res=720_bitrate=2.avi,M6_russian_river_becomes_kenai_river,720,2
F12_matching_pattern_res=720_bitrate=2.avi,F12_matching_pattern,720,2
F11_between_11_and_35_res=1080_bitrate=reference.avi,F11_between_11_and_35,1080,reference
F6_ingredients_res=720_bitrate=0.8.avi,F6_ingredients,720,0.8
F12_buttons_on_sleeve_res=1080_bitrate=0.8.avi,F12_buttons_on_sleeve,1080,0.8
F10_grandkids_talk_to_daughter_res=720_bitrate=2.avi,F10_grandkids_talk_to_daughter,720,2
M4_new_girlfriend_res=480_bitrate=2.avi,M4_new_girlfriend,480,2
F12_buttons_on_sleeve_res=480_bitrate=2.avi,F12_buttons_on_sleeve,480,2
M3_died_at_32_res=1080_bitrate=2.avi,M3_died_at_32,1080,2
F11_between_11_and_35_res=1080_bitrate=2.avi,F11_between_11_and_35,1080,2
F7_how_do_I_put_this_res=720_bitrate=0.25.avi,F7_how_do_I_put_this,720,0.25
M4_new_girlfriend_res=720_bitrate=0.25.avi,M4_new_girlfriend,720,0.25
F4_university_communication_access_res=480_bitrate=2.avi,F4_university_communication_access,480,2
M7_performing_CPR_res=1080_bitrate=0.8.avi,M7_performing_CPR,1080,0.8
F7_how_do_I_put_this_res=480_bitrate=2.avi,F7_how_do_I_put_this,480,2
F12_matching_pattern_res=1080_bitrate=reference.avi,F12_matching_pattern,1080,reference
F3_wican_versus_religion_res=720_bitrate=2.avi,F3_wican_versus_religion,720,2
